analysisGender2Category,analysisGender3Category,analysisHasSecondaryMorphYN,analysisInternalChanges,analysisMutability,analysisNotes,analysisPluralPattern,analysisPluralPatternSecondary,analysisPluralSplitYN,analysisPluralTheme,analysisPluralThemeSecondary,analysisRAugSplitYN,analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,lexiconAnimateYN,lexiconGender,lexiconGlossEnglish,lexiconGlossFrench,lexiconHumanYN,lexiconjGender,lexiconLoanwordNotes,lexiconLoanwordSource,lexiconPOS,lexiconSemanticField,lexiconSexGender,recordDataSource,recordID,word1MSF,word2MSB,word3MPF,word4MPB,word5FSF,word6FSB,word7FPF,word8FPB,wordDerivedCategory,wordDerivedCategoryNotes,wordDerivedInput,wordDerivedInputGloss,wordFemBase,wordFemSecondary,wordLexBitVector,wordMascBase,wordMascSecondary,wordNumSemanticCategory,p_stem_sing_syllabified,p_stem_sing_LH,p_stem_sing_foot,p_LH_count_heavies,p_LH_count_moras,p_foot_count_feet,p_foot_residue
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lbakur,N,M,early figs,figues précoces,N,,,Unknown,N,Food & Drink,,Boukous 1977,2448,lbakur,lbakur,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.ba.kur,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,"Stem phonology: epenthesis
Assumption: /-at/ plural suffix.",External,,N,lbaʃaw,,,Zero,N,lbaʃa,Y,M,"Pacha, government employee, regional",Pacha,Y,,,Arabic-Unassimilated,N,Social Relations,NonSpec,Boukous 1977,2449,lbaʃa,lbaʃa,lbaʃawat,lbaʃawat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.ba.ʃa,LLL,lF,0,3,1,1
Feminine,Feminine,,Ablaut,Fixed-Fem,Singular Theme: regular delabialization,Internal,,N,lbbʷant,,,Zero,N,lbbun,N,F,butts,mégot,N,,,Unknown,N,Body Parts & Functions,,Boukous 1977,2450,,,,,lbbunt,lbbunt,lbbʷant,lbbʷant,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,lb.bun,HH,FF,1,4,2,0
Feminine,Feminine,,Templatic,Fixed-Fem,Stem phonology: templatic glide insertion,Internal,,N,lbhajim,,,Zero,N,lbhim,Y,F,beast,"animal, bête",N,,,Arabic-Assimilated,N,Animals,NonSpec,Boukous 1977,2451,,,,,lbhimt,lbhimt,lbhajim,lbhajim,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,lb.him,HH,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,lbħur,,,Zero,N,lbħr,N,M,sea,mer,N,,,Arabic-Unassimilated,N,Physical World,,Boukous 1977,2452,lbħr,lbħr,lbħur,lbħur,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,lb.ħr,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,"Stem phonology: epenthesis
Assumption: /-at/ plural suffix.",External,,N,lbiruj,,,Zero,N,lbiru,N,M,headquarters of the authorities,bureau,N,,,French,N,Social Relations,,Boukous 1977,2453,lbiru,lbiru,lbirujat,lbirujat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.bi.ru,LLL,lF,0,3,1,1
Feminine,Feminine,,Templatic,Fixed-Fem,"Stem phonology: glide formation
",Internal,,N,lbjut,,,Zero,N,lbit,N,F,room,chambre,N,,,Arabic-Unassimilated,N,Dwellings & Furniture,,Boukous 1977,2454,,,,,lbit,lbit,lbjut,lbjut,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.bit,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lbiʕ,N,M,sale,vente,N,,,Arabic-Unassimilated,N,Possession & Trade,,Boukous 1977,2455,lbiʕ,lbiʕ,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.biʕ,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lbulis,N,M,police,police,N,,,French,N,Warfare & Hunting,,Boukous 1977,2456,lbulis,lbulis,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.bu.lis,LLH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,"Stem phonology: VV deletion.
Assumption: /-at/ plural suffix.",External,,N,lbunja,,,Zero,N,lbunja,N,F,fist,coup de poing,N,,,French,N,Body Parts & Functions,,Boukous 1977,2457,,,,,lbunja,lbunja,lbunjat,lbunjat,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.bun.ja,LHL,lFl,1,4,1,1
Masculine,Neutral,,,Neutral,Stem phonology: epenthesis,External,External,Y,buʒadi,buʒadij,,A,Y,buʒadi,Y,M,"provincial person, naive",provincial,Y,,,French,N,Social Relations,NonSpec,Boukous 1977,2458,abuʒadi,ubuʒadi,ibuʒadin,ibuʒadin,tabuʒadit,tbuʒadit,tibuʒadijin,tbuʒadijin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,bu.ʒa.di,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lfal,N,M,omen,présage,N,,,Unknown,N,Religion & Beliefs,,Boukous 1977,2459,lfal,lfal,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.fal,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lfatħa,N,F,Fatiha (sourat),verset du Coran qui clôt généralement une cérémonie officielle,N,,,Arabic-Unassimilated,N,Religion & Beliefs,,Boukous 1977,2460,,,,,lfatħa,lfatħa,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,l.fat.ħa,LHL,lFl,1,4,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lflus,N,M,money,argent,N,,,Native,N,Possession & Trade,,Boukous 1977,2461,lflus,lflus,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,lf.lus,HH,FF,1,4,2,0
Masculine,Masculine,,Final A,Fixed-Masc,Stem phonology: syncope,Internal,,N,lfqqha,,,Zero,Y,lfqqih,Y,M,master,maître religieux,Y,,,Arabic-Unassimilated,N,Religion & Beliefs,Male,Boukous 1977,2462,lfqqih,lfqqih,lfqqha,lfqqha,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.fq.qih,LLH,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,lafraħ,,,Zero,N,lfrħ,N,M,festivity,"joie, fête",N,,,Arabic-Unassimilated,N,Language & Music,,Boukous 1977,2463,lfrħ,lfrħ,lafraħ,lafraħ,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.frħ,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lgajla,N,F,part of the day before noon,partie de la journée située avant midi,N,,,Unknown,N,Time,,Boukous 1977,2464,,,,,lgajla,lgajla,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,l.gaj.la,LHL,lFl,1,4,1,1
Masculine,Masculine,,,Fixed-Masc,"Stem phonology: epenthesis
Assumption: /-at/ plural suffix.",External,,N,lgnbrij,,,Zero,N,lgnbri,N,M,sort of traditional lute,sorte de luth traditionnel,N,,,Native,N,Language & Music,,Boukous 1977,2465,lgnbri,lgnbri,lgnbrijat,lgnbrijat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.gnb.ri,LHL,lFl,1,4,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,lgrgaʕ,,Y,A,N,lgrgaʕ,N,M,nut,noix,N,,,Native,N,Food & Drink,,Boukous 1977,2466,lgrgaʕ,lgrgaʕ,,,talgrgaʕt,tlgrgaʕt,tilgrgaʕin,tlgrgaʕin,Underived,,NotAppl,,0.0,UNIT,1100-1111,1.0,,5-UNIT,l.gr.gaʕ,LLH,FF,1,4,2,0
Masculine,Neutral,,Templatic,Neutral,,Internal,External,Y,lgruʃ,lgrʃ,Y,A,Y,lgrʃ,N,M,old silver coin; currency/jewel,pièce d'argent ancienne,N,,,Arabic-Assimilated,N,Possession & Trade,,Boukous 1977,2467,lgrʃ,lgrʃ,lgruʃ,lgruʃ,talgrʃt,tlgrʃt,tilgrʃin,tlgrʃin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,l.grʃ,LH,lF,1,3,1,1
Masculine,Neutral,,Templatic,Neutral,Stem phonology: templatic glide insertion,Internal,Internal,Y,laħwal,lħalat,,Zero,Y,lħal,N,N,"time, state","temps, état",N,,,Arabic-Unassimilated,N,Time,,Boukous 1977,2469,lħal,lħal,laħwal,laħwal,lħalt,lħalt,lħalat,lħalat,Underived,,NotAppl,,5.0,,1111-1111,1.0,,,l.ħal,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lħanan,N,M,tenderness,tendresse,N,,,Arabic-Unassimilated,N,Emotion,,Boukous 1977,2471,lħanan,lħanan,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.ħa.nan,LLH,FF,1,4,2,0
Feminine,Feminine,,Templatic,Fixed-Fem,Stem phonology: templatic glide insertion,Internal,,N,lħaqajq,,,Zero,N,lħaqiqa,N,F,truth,vérité,N,,,Arabic-Unassimilated,N,Mind & Thought,,Boukous 1977,2472,,,,,lħaqiqa,lħaqiqa,lħaqajq,lħaqajq,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.ħa.qi.qa,LLLL,FF,0,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,laħquq,,,Zero,N,lħaqq,N,M,law,"vérité, droit",N,,,Arabic-Assimilated,N,Law & Judgement,,Boukous 1977,2473,lħaqq,lħaqq,laħquq,laħquq,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.ħaqq,LH,lF,1,3,1,1
Masculine,Neutral,,Templatic,Neutral,Stem phonology: templatic deletion,Internal,External,Y,lħʒʒaʒ,lħaʒʒ,Y,A,Y,lħaʒʒ,Y,M,pilgrim,pèlerin,Y,,,Arabic-Assimilated,N,Religion & Beliefs,NonSpec,Boukous 1977,2474,lħaʒʒ,lħaʒʒ,lħʒʒaʒ,lħʒʒaʒ,talħaʒʒt,talħaʒʒt,tilħaʒʒin,tlħaʒʒin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,l.ħaʒʒ,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lhbal,N,M,madness,folie,N,,,Native,N,Mind & Thought,,Boukous 1977,2475,lhbal,lhbal,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,lh.bal,HH,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,lħbusat,,,Zero,N,lħbs,N,M,jail,prison,N,,,Arabic-Assimilated,N,Law & Judgement,,Boukous 1977,2476,lħbs,lħbs,lħbusat,lħbusat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.ħbs,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,Assumption: /-at/ plural suffix.,External,,N,lhdij,,,Zero,N,lhdij,N,F,gifts,présent,N,,,Arabic-Assimilated,N,Social Relations,,Boukous 1977,2477,,,,,lhdijt,lhdijt,lhdijat,lhdijat,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,lh.dij,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,Assumption: /-at/ plural suffix.,External,,N,lħil,,,Zero,N,lħil,N,F,"cunningness, cleverness",ruse,N,,,Arabic-Assimilated,N,Mind & Thought,,Boukous 1977,2478,,,,,lħilt,lħilt,lħilat,lħilat,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.ħil,LH,lF,1,3,1,1
Feminine,Feminine,,Templatic,Fixed-Fem,"Assumption: final t in 5,6 is fem.sg suffix
Stem phonology: templatic glide insertion, glide formation",Internal,,N,lhwajʃ,,,Zero,N,lhiʃ,Y,F,beast,monstre,N,,,Native,N,Religion & Beliefs,NonSpec,Boukous 1977,2479,,,,,lhiʃt,lhiʃt,lhwajʃ,lhwajʃ,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.hiʃ,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lħiʒ,N,M,pilgrimage,pèlerinage,N,,,Arabic-Assimilated,N,Religion & Beliefs,,Boukous 1977,2480,lħiʒ,lħiʒ,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.ħiʒ,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lħja,N,M,modesty,pudeur,N,,,Arabic-Assimilated,N,Emotion,,Boukous 1977,2481,lħja,lħja,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,lħ.ja,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,"Stem phonology: VV deletion.
Assumption: /-at/ plural suffix.",External,,N,lħkma,,,Zero,N,lħkma,N,F,wisdom,sagesse,N,,,Arabic-Assimilated,N,Mind & Thought,,Boukous 1977,2482,,,,,lħkma,lħkma,lħkmat,lħkmat,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.ħk.ma,LLL,lF,0,3,1,1
Feminine,Feminine,,Templatic,Fixed-Fem,,Internal,,N,lħlaqi,,,Zero,N,lħlqa,N,F,round theater,attroupement autour d'un artiste de rue,N,,,Arabic-Unassimilated,N,Language & Music,,Boukous 1977,2483,,,,,lħlqa,lħlqa,lħlaqi,lħlaqi,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.ħl.qa,LLL,lF,0,3,1,1
Masculine,Neutral,,Templatic,Neutral,5 and 7 are inconsistent,Internal,,N,lħlalf,,,Zero,Y,lħlluf,Y,M,bear,porc,N,,,Arabic-Assimilated,N,Animals,NonSpec,Boukous 1977,2484,lħlluf,lħlluf,lħlalf,lħlalf,ltaħlluft,ltħlluft,liħlalfin,lħlalfin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,l.ħl.luf,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lħml,N,M,weight,fardeau,N,,,Arabic-Unassimilated,N,Quantity & Number,,Boukous 1977,2485,lħml,lħml,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,lħ.ml,HL,Fl,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,Assumption: /-at/ plural suffix.,External,,N,lħmmam,,Y,A,N,lħmmam,N,M,bath,bain,N,,,Arabic-Assimilated,N,Body Parts & Functions,,Boukous 1977,2486,lħmmam,lħmmam,lħmmamat,lħmmamat,talħmmamt,tlħmmamt,tilħmmamin,tlħmmamin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,l.ħm.mam,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lhna,N,M,peace,paix,N,,,Arabic-Unassimilated,N,Social Relations,,Boukous 1977,2487,lhna,lhna,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,lh.na,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lħnan,N,F,tenderness,tendresse,N,,,Arabic-Assimilated,N,Emotion,,Boukous 1977,2488,,,,,lħnant,lħnant,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,lħ.nan,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,"Stem phonology: VV deletion.
Assumption: /-at/ plural suffix.",External,,N,lhrawa,,,Zero,N,lhrawa,N,F,bludgeon,gourdin,N,,,Arabic-Unassimilated,N,Warfare & Hunting,,Boukous 1977,2489,,,,,lhrawa,lhrawa,lhrawat,lhrawat,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,lh.ra.wa,HLL,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,laħruf,,,Zero,N,lħrf,N,M,letter,lettre alphabet,N,,,Arabic-Assimilated,N,Language & Music,,Boukous 1977,2490,lħrf,lħrf,laħruf,laħruf,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.ħrf,LH,lF,1,3,1,1
Masculine,Masculine,,Final A,Fixed-Masc,Stem phonology: glide formation,Internal,,N,lahrja,,,Zero,N,lhri,N,M,shop,magasin,N,,,Native,N,Possession & Trade,,Boukous 1977,2491,lhri,lhri,lahrja,lahrja,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,lh.ri,HL,Fl,1,3,1,1
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,lħrakat,,,Zero,N,lħrkt,N,M,movement,mouvement,N,,,Arabic-Assimilated,N,Motion & Transportation,,Boukous 1977,2492,lħrkt,lħrkt,lħrakat,lħrakat,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.ħr.kt,LLL,lF,0,3,1,1
Feminine,Feminine,,Templatic,Fixed-Fem,Stem phonology: templatic glide insertion (/w/ and /j/),Internal,,N,lħwajʒ,,,Zero,N,lħaʒ,N,F,clothes,vêtements,N,,,Arabic-Assimilated,N,Clothing & Adornment,,Boukous 1977,2493,,,,,lħaʒt,lħaʒt,lħwajʒ,lħwajʒ,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.ħaʒ,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,liqqam,N,F,mint,menthe,N,,,Arabic-Assimilated,N,Food & Drink,,Boukous 1977,2494,,,,,liqqamt,liqqamt,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,liq.qam,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,liʒar,N,F,salary,salaire,N,,,Arabic-Assimilated,N,Possession & Trade,,Boukous 1977,2495,,,,,liʒart,liʒart,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,li.ʒar,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,liχrt,N,M,Judgment Day,dernier jugement,N,,,Arabic-Assimilated,N,Religion & Beliefs,,Boukous 1977,2496,liχrt,liχrt,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,li.χrt,LH,lF,1,3,1,1
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,lkurama,,,Zero,Y,lkarim,Y,M,generous person,généreux,Y,,,Arabic-Unassimilated,N,Emotion,Male,Boukous 1977,2497,lkarim,lkarim,lkurama,lkurama,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.ka.rim,LLH,FF,1,4,2,0
Masculine,Masculine,Yes,Final Vw,Variable-Masc,"Assumption: masculine plural (with /n/) forms base for feminine
Stem phonology: vowel disharmony",Mixed,Mixed,Y,lkisa,lkisan,Y,A,N,lkas,N,M,cup,verre,N,,,Arabic-Assimilated,N,Food & Drink,,Boukous 1977,2498,lkas,lkas,lkisan,lkisan,talkast,tlkast,tilkisanin,tlkisanin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,l.kas,LH,lF,1,3,1,1
Feminine,Feminine,,Templatic,Fixed-Fem,"Assumption: French loan uses Arabic-like template, explains initial /l/ and clear templatic phonology
Stem phonology: templatic deletion",Internal,,N,lkrars,,,Zero,N,!lkrrusa,N,F,carts,charrette,N,,,French,N,Physical Acts & Materials,,Boukous 1977,2499,,,,,!lkrrusa,!lkrrusa,lkrars,lkrars,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.kr.ru.sa,LLLL,FF,0,4,2,0
Feminine,Feminine,,Insert C,Fixed-Fem,,Mixed,,N,!llkrrusat,,,A,N,!llkrrusa,N,F,carts,charrette,N,,,French,N,Physical Acts & Materials,,Boukous 1977,2704,,,,,!tallkrrusat,!tllkrrusat,!tillkrrusatin,!tllkrrusatin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.lk.r.ru.sa,LLLLL,lFF,0,5,2,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lkʃif,N,F,difficulty,difficulté,N,,,Native,N,Emotion,,Boukous 1977,2500,,,,,lkʃift,lkʃift,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,lk.ʃif,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,id Plural,,N,lksut,,,Zero,N,lksut,N,F,cloth,vétement,N,,,Arabic-Assimilated,N,Clothing & Adornment,,Boukous 1977,2501,,,,,lksut,lksut,lksut,lksut,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,lk.sut,HH,FF,1,4,2,0
Masculine,Masculine,,Templatic,Fixed-Masc,Stem phonology: degemination,Internal,,N,lktatn,,,Zero,N,lkttan,N,M,tissue,tissu,N,,,Unknown,N,Clothing & Adornment,,Boukous 1977,2502,lkttan,lkttan,lktatn,lktatn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.kt.tan,LLH,FF,1,4,2,0
Masculine,Masculine,Yes,Templatic,Variable-Masc,Stem phonology: epenthesis,Internal,External,Y,lkʷrasa,lkʷrsij,Y,A,N,lkʷrsi,N,M,chair,chaise,N,,,Arabic-Assimilated,N,Dwellings & Furniture,,Boukous 1977,2503,lkʷrsi,lkʷrsi,lkʷrasa,lkʷrasa,talkʷrsit,tlkʷrsit,tilkʷrsijin,tlkʷrsijin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,l.kr.si,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lbur,N,M,fallow land,terre en jachère,N,,,Unknown,N,Agriculture & Vegetation,,Boukous 1977,2504,lbur,lbur,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.bur,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,llitʃin,,Y,A,N,llitʃin,N,M,orange,orange,N,,,Unknown,N,Food & Drink,,Boukous 1977,2505,llitʃin,llitʃin,,,tallitʃint,tllitʃint,tillitʃinin,tllitʃinin,Underived,,NotAppl,,0.0,UNIT,1100-1111,1.0,,5-UNIT,l.lit.ʃin,LHH,lFF,1,5,2,1
Masculine,Neutral,,,Neutral,Assumption: /-at/ plural suffix.,External,,N,lkumisir,,Y,A,Y,lkumisir,Y,M,police commissioner,commissaire de police,Y,,,French,N,Warfare & Hunting,NonSpec,Boukous 1977,2506,lkumisir,lkumisir,lkumisirat,lkumisirat,talkumisirt,tlkumisirt,tilkumisirin,tlkumisirin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,l.ku.mi.sir,LLLH,lFF,1,5,2,1
Masculine,Masculine,,Templatic,Fixed-Masc,,Internal,,N,lmʒurra,,,Zero,N,lmʒrr,N,M,drawer,tiroir,N,,,Arabic-Unassimilated,N,Dwellings & Furniture,,Boukous 1977,2507,lmʒrr,lmʒrr,lmʒurra,lmʒurra,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,l.mʒrr,LH,lF,1,3,1,1
Feminine,Feminine,,Templatic,Fixed-Fem,,Internal,,N,lqhawi,,,Zero,N,lqhwa,N,F,coffee,café,N,,,Arabic-Unassimilated,N,Food & Drink,,Boukous 1977,2508,,,,,lqhwa,lqhwa,lqhawi,lqhawi,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.qh.wa,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lltam,N,M,veil,voile,N,,,Arabic-Unassimilated,N,Clothing & Adornment,,Boukous 1977,2509,lltam,lltam,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,ll.tam,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lχzin,N,M,storage,dépôt,N,,,Arabic-Unassimilated,N,Physical Acts & Materials,,Boukous 1977,2510,lχzin,lχzin,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,lχ.zin,HH,FF,1,4,2,0
Masculine,Masculine,Yes,,Variable-Masc,Assumption: /-at/ plural suffix.,External,,N,lmaħal,,Y,Zero,N,lmaħal,N,M,location,lieu,N,,,Arabic-Assimilated,N,Physical World,,Boukous 1977,2511,lmaħal,lmaħal,lmaħalat,lmaħalat,talmaħalt,talmaħalt,tilmaħalin,tlmaħalin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,l.ma.ħal,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lmal,N,M,money,argent,N,,,Arabic-Unassimilated,N,Possession & Trade,,Boukous 1977,2512,lmal,lmal,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.mal,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,Only Plural,,N,lmalajka,,,Zero,N,,Y,F,angels,ange,N,,,Arabic-Unassimilated,N,Religion & Beliefs,NonSpec,Boukous 1977,2514,,,,,,,lmalajka,lmalajka,Underived,,NotAppl,,7.0,,0000-0011,0.0,,,,,,0,0,0,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lmaqam,N,M,"place, position",statut,N,,,Arabic-Unassimilated,N,Social Relations,,Boukous 1977,2515,lmaqam,lmaqam,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.ma.qam,LLH,FF,1,4,2,0
Feminine,Feminine,,Templatic,Fixed-Fem,"Stem phonology: templatic glide insertion, templatic deletion
",Internal,,N,lmasajl,,,Zero,N,lmasala,N,F,problem,"question, problème",N,,,Arabic-Unassimilated,N,Mind & Thought,,Boukous 1977,2516,,,,,lmasala,lmasala,lmasajl,lmasajl,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,l.ma.sa.la,LLLL,FF,0,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,lmaʕun,N,M,utensil,récipient,N,,,Arabic-Unassimilated,N,Food & Drink,,Boukous 1977,2517,lmaʕun,lmaʕun,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,l.ma.ʕun,LLH,FF,1,4,2,0
Feminine,Feminine,,Ablaut,Fixed-Fem,assumption: final t is fem.sg suffix,Internal,,N,lmdun,,,Zero,N,lmdin,N,F,city,ville,N,,,Arabic-Assimilated,N,Social Relations,,Boukous 1977,2518,,,,,lmdint,lmdint,lmdun,lmdun,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,lm.din,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lmħkma,N,F,court,"cour, tribunal",N,,,Arabic-Assimilated,N,Law & Judgement,,Boukous 1977,2519,,,,,lmħkma,lmħkma,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,l.mħk.ma,LHL,lFl,1,4,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,lmiziria,N,F,poverty,misère,N,,,French,N,Social Relations,,Boukous 1977,2520,,,,,lmiziria,lmiziria,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,l.mi.zir.ia,LLHL,FFl,1,5,2,1
Feminine,Feminine,,,Fixed-Fem,Assumption: /-at/ suffix given origin,Only Plural,,N,lmlak,,,Zero,N,,N,F,real estate,biens,N,,,Arabic-Assimilated,N,Possession & Trade,,Boukous 1977,2521,,,,,,,lmlakat,lmlakat,Underived,,NotAppl,,7.0,,0000-0011,0.0,,,,,,0,0,0,0
